iter	RMSE
209	175.3754067
210	175.3754066
211	175.3754066
212	175.3754065
213	175.3754065
214	175.3754065
215	175.3754064
216	175.3754064
217	175.3754064
218	175.3754063
219	175.3754063
220	175.3754063
221	175.3754063
222	175.3754062
223	175.3754062
224	175.3754062
225	175.3754062
226	175.3754061
227	175.3754061
228	175.3754061
229	175.3754061
230	175.3754061
231	175.375406
232	175.375406
233	175.375406
234	175.375406
235	175.375406
236	175.375406
237	175.375406
238	175.375406
239	175.3754059
240	175.3754059
241	175.3754059
242	175.3754059
243	175.3754059
244	175.3754059
245	175.3754059
246	175.3754059
247	175.3754059
248	175.3754059
249	175.3754058
250	175.3754058
251	175.3754058
252	175.3754058
253	175.3754058
254	175.3754058
255	175.3754058
256	175.3754058
257	175.3754058
258	175.3754058
259	175.3754058
260	175.3754058
261	175.3754058
262	175.3754058
263	175.3754058
264	175.3754057
265	175.3754057
266	175.3754057
267	175.3754057
268	175.3754057
269	175.3754057
270	175.3754057
271	175.3754057
272	175.3754057
273	175.3754057
274	175.3754057
275	175.3754057
276	175.3754057
277	175.3754057
278	175.3754057
279	175.3754057
280	175.3754057
281	175.3754057
282	175.3754057
283	175.3754057
284	175.3754057
285	175.3754057
286	175.3754057
287	175.3754057
288	175.3754057
289	175.3754057
290	175.3754057
291	175.3754057
292	175.3754057
293	175.3754057
294	175.3754057
295	175.3754057
296	175.3754057
297	175.3754057
298	175.3754057
299	175.3754057
300	175.3754056
301	175.3754056
302	175.3754056
303	175.3754056
304	175.3754056
305	175.3754056
306	175.3754056
307	175.3754056
308	175.3754056
309	175.3754056
310	175.3754056
311	175.3754056
312	175.3754056
313	175.3754056
314	175.3754056
315	175.3754056
316	175.3754056
317	175.3754056
318	175.3754056
319	175.3754056
320	175.3754056
321	175.3754056
322	175.3754056
323	175.3754056
324	175.3754056
325	175.3754056
326	175.3754056
327	175.3754056
328	175.3754056
329	175.3754056
330	175.3754056
331	175.3754056
332	175.3754056
333	175.3754056
334	175.3754056
335	175.3754056
336	175.3754056
337	175.3754056
338	175.3754056
339	175.3754056
340	175.3754056
341	175.3754056
342	175.3754056
343	175.3754056
344	175.3754056
345	175.3754056
346	175.3754056
347	175.3754056
348	175.3754056
349	175.3754056
350	175.3754056
351	175.3754056
352	175.3754056
353	175.3754056
354	175.3754056
355	175.3754056
356	175.3754056
357	175.3754056
358	175.3754056
359	175.3754056
360	175.3754056
361	175.3754056
362	175.3754056
363	175.3754056
364	175.3754056
365	175.3754056
366	175.3754056
367	175.3754056
368	175.3754056
369	175.3754056
370	175.3754056
371	175.3754056
372	175.3754056
373	175.3754056
374	175.3754056
375	175.3754056
376	175.3754056
377	175.3754056
378	175.3754056
379	175.3754056
380	175.3754056
381	175.3754056
382	175.3754056
383	175.3754056
384	175.3754056
385	175.3754056
386	175.3754056
387	175.3754056
388	175.3754056
389	175.3754056
390	175.3754056
391	175.3754056
392	175.3754056
393	175.3754056
394	175.3754056
395	175.3754056
396	175.3754056
397	175.3754056
398	175.3754056
399	175.3754056
400	175.3754056
401	175.3754056
402	175.3754056
403	175.3754056
404	175.3754056
405	175.3754056
406	175.3754056
407	175.3754056
408	175.3754056
409	175.3754056
410	175.3754056
411	175.3754056
412	175.3754056
413	175.3754056
414	175.3754056
415	175.3754056
416	175.3754056
417	175.3754056
418	175.3754056
419	175.3754056
420	175.3754056
421	175.3754056
422	175.3754056
423	175.3754056
424	175.3754056
425	175.3754056
426	175.3754056
427	175.3754056
428	175.3754056
429	175.3754056
430	175.3754056
431	175.3754056
432	175.3754056
433	175.3754056
434	175.3754056
435	175.3754056
436	175.3754056
437	175.3754056
438	175.3754056
439	175.3754056
440	175.3754056
441	175.3754056
442	175.3754056
443	175.3754056
444	175.3754056
445	175.3754056
446	175.3754056
447	175.3754056
448	175.3754056
449	175.3754056
450	175.3754056
451	175.3754056
452	175.3754056
453	175.3754056
454	175.3754056
455	175.3754056
456	175.3754056
457	175.3754056
458	175.3754056
459	175.3754056
460	175.3754056
461	175.3754056
462	175.3754056
463	175.3754056
464	175.3754056
465	175.3754056
466	175.3754056
467	175.3754056
468	175.3754056
469	175.3754056
470	175.3754056
471	175.3754056
472	175.3754056
473	175.3754056
474	175.3754056
475	175.3754056
476	175.3754056
477	175.3754056
478	175.3754056
479	175.3754056
480	175.3754056
481	175.3754056
482	175.3754056
483	175.3754056
484	175.3754056
485	175.3754056
486	175.3754056
487	175.3754056
488	175.3754056
489	175.3754056
490	175.3754056
491	175.3754056
492	175.3754056
493	175.3754056
494	175.3754056
495	175.3754056
496	175.3754056
497	175.3754056
498	175.3754056
499	175.3754056
500	175.3754056
501	175.3754056
502	175.3754056
503	175.3754056
504	175.3754056
505	175.3754056
506	175.3754056
507	175.3754056
508	175.3754056
509	175.3754056
510	175.3754056
511	175.3754056
512	175.3754056
513	175.3754056
514	175.3754056
515	175.3754056
516	175.3754056
517	175.3754056
518	175.3754056
519	175.3754056
520	175.3754056
521	175.3754056
522	175.3754056
523	175.3754056
524	175.3754056
525	175.3754056
526	175.3754056
527	175.3754056
528	175.3754056
529	175.3754056
530	175.3754056
531	175.3754056
532	175.3754056
533	175.3754056
534	175.3754056
535	175.3754056
536	175.3754056
537	175.3754056
538	175.3754056
539	175.3754056
540	175.3754056
541	175.3754056
542	175.3754056
543	175.3754056
544	175.3754056
545	175.3754056
546	175.3754056
547	175.3754056
548	175.3754056
549	175.3754056
550	175.3754056
551	175.3754056
552	175.3754056
553	175.3754056
554	175.3754056
555	175.3754056
556	175.3754056
557	175.3754056
558	175.3754056
559	175.3754056
560	175.3754056
561	175.3754056
562	175.3754056
563	175.3754056
564	175.3754056
565	175.3754056
566	175.3754056
567	175.3754056
568	175.3754056
569	175.3754056
570	175.3754056
571	175.3754056
572	175.3754056
573	175.3754056
574	175.3754056
575	175.3754056
576	175.3754056
577	175.3754056
578	175.3754056
579	175.3754056
580	175.3754056
581	175.3754056
582	175.3754056
583	175.3754056
584	175.3754056
585	175.3754056
586	175.3754056
587	175.3754056
588	175.3754056
589	175.3754056
590	175.3754056
591	175.3754056
592	175.3754056
593	175.3754056
594	175.3754056
595	175.3754056
596	175.3754056
597	175.3754056
598	175.3754056
599	175.3754056
600	175.3754056
601	175.3754056
602	175.3754056
603	175.3754056
604	175.3754056
605	175.3754056
606	175.3754056
607	175.3754056
608	175.3754056
609	175.3754056
610	175.3754056
611	175.3754056
612	175.3754056
613	175.3754056
614	175.3754056
615	175.3754056
616	175.3754056
617	175.3754056
618	175.3754056
619	175.3754056
620	175.3754056
621	175.3754056
622	175.3754056
623	175.3754056
624	175.3754056
625	175.3754056
626	175.3754056
627	175.3754056
628	175.3754056
629	175.3754056
630	175.3754056
631	175.3754056
632	175.3754056
633	175.3754056
634	175.3754056
635	175.3754056
636	175.3754056
637	175.3754056
638	175.3754056
639	175.3754056
640	175.3754056
641	175.3754056
642	175.3754056
643	175.3754056
644	175.3754056
645	175.3754056
646	175.3754056
647	175.3754056
648	175.3754056
649	175.3754056
650	175.3754056
651	175.3754056
652	175.3754056
653	175.3754056
654	175.3754056
655	175.3754056
656	175.3754056
657	175.3754056
658	175.3754056
659	175.3754056
660	175.3754056
661	175.3754056
662	175.3754056
663	175.3754056
664	175.3754056
665	175.3754056
666	175.3754056
667	175.3754056
668	175.3754056
669	175.3754056
670	175.3754056
671	175.3754056
672	175.3754056
673	175.3754056
674	175.3754056
675	175.3754056
676	175.3754056
677	175.3754056
678	175.3754056
679	175.3754056
680	175.3754056
681	175.3754056
682	175.3754056
683	175.3754056
684	175.3754056
685	175.3754056
686	175.3754056
687	175.3754056
688	175.3754056
689	175.3754056
690	175.3754056
691	175.3754056
692	175.3754056
693	175.3754056
694	175.3754056
695	175.3754056
696	175.3754056
697	175.3754056
698	175.3754056
699	175.3754056
700	175.3754056
701	175.3754056
702	175.3754056
703	175.3754056
704	175.3754056
705	175.3754056
706	175.3754056
707	175.3754056
708	175.3754056
709	175.3754056
710	175.3754056
711	175.3754056
712	175.3754056
713	175.3754056
714	175.3754056
715	175.3754056
716	175.3754056
717	175.3754056
718	175.3754056
719	175.3754056
720	175.3754056
721	175.3754056
722	175.3754056
723	175.3754056
724	175.3754056
725	175.3754056
726	175.3754056
727	175.3754056
728	175.3754056
729	175.3754056
730	175.3754056
731	175.3754056
732	175.3754056
733	175.3754056
734	175.3754056
735	175.3754056
736	175.3754056
737	175.3754056
738	175.3754056
739	175.3754056
740	175.3754056
741	175.3754056
742	175.3754056
743	175.3754056
744	175.3754056
745	175.3754056
746	175.3754056
747	175.3754056
748	175.3754056
749	175.3754056
750	175.3754056
751	175.3754056
752	175.3754056
753	175.3754056
754	175.3754056
755	175.3754056
756	175.3754056
757	175.3754056
758	175.3754056
759	175.3754056
760	175.3754056
761	175.3754056
762	175.3754056
763	175.3754056
764	175.3754056
765	175.3754056
766	175.3754056
767	175.3754056
768	175.3754056
769	175.3754056
770	175.3754056
771	175.3754056
772	175.3754056
773	175.3754056
774	175.3754056
775	175.3754056
776	175.3754056
777	175.3754056
778	175.3754056
779	175.3754056
780	175.3754056
781	175.3754056
782	175.3754056
783	175.3754056
784	175.3754056
785	175.3754056
786	175.3754056
787	175.3754056
788	175.3754056
789	175.3754056
790	175.3754056
791	175.3754056
792	175.3754056
793	175.3754056
794	175.3754056
795	175.3754056
796	175.3754056
797	175.3754056
798	175.3754056
799	175.3754056
800	175.3754056
801	175.3754056
802	175.3754056
803	175.3754056
804	175.3754056
805	175.3754056
806	175.3754056
807	175.3754056
808	175.3754056
809	175.3754056
810	175.3754056
811	175.3754056
812	175.3754056
813	175.3754056
814	175.3754056
815	175.3754056
816	175.3754056
817	175.3754056
818	175.3754056
819	175.3754056
820	175.3754056
821	175.3754056
822	175.3754056
823	175.3754056
824	175.3754056
825	175.3754056
826	175.3754056
827	175.3754056
828	175.3754056
829	175.3754056
830	175.3754056
831	175.3754056
832	175.3754056
833	175.3754056
834	175.3754056
835	175.3754056
836	175.3754056
837	175.3754056
838	175.3754056
839	175.3754056
840	175.3754056
841	175.3754056
842	175.3754056
843	175.3754056
844	175.3754056
845	175.3754056
846	175.3754056
847	175.3754056
848	175.3754056
849	175.3754056
850	175.3754056
851	175.3754056
852	175.3754056
853	175.3754056
854	175.3754056
855	175.3754056
856	175.3754056
857	175.3754056
858	175.3754056
859	175.3754056
860	175.3754056
861	175.3754056
862	175.3754056
863	175.3754056
864	175.3754056
865	175.3754056
866	175.3754056
867	175.3754056
868	175.3754056
869	175.3754056
870	175.3754056
871	175.3754056
872	175.3754056
873	175.3754056
874	175.3754056
875	175.3754056
876	175.3754056
877	175.3754056
878	175.3754056
879	175.3754056
880	175.3754056
881	175.3754056
882	175.3754056
883	175.3754056
884	175.3754056
885	175.3754056
886	175.3754056
887	175.3754056
888	175.3754056
889	175.3754056
890	175.3754056
891	175.3754056
892	175.3754056
893	175.3754056
894	175.3754056
895	175.3754056
896	175.3754056
897	175.3754056
898	175.3754056
899	175.3754056
900	175.3754056
901	175.3754056
902	175.3754056
903	175.3754056
904	175.3754056
905	175.3754056
906	175.3754056
907	175.3754056
908	175.3754056
909	175.3754056
910	175.3754056
911	175.3754056
912	175.3754056
913	175.3754056
914	175.3754056
915	175.3754056
916	175.3754056
917	175.3754056
918	175.3754056
919	175.3754056
920	175.3754056
921	175.3754056
922	175.3754056
923	175.3754056
924	175.3754056
925	175.3754056
926	175.3754056
927	175.3754056
928	175.3754056
929	175.3754056
930	175.3754056
931	175.3754056
932	175.3754056
933	175.3754056
934	175.3754056
935	175.3754056
936	175.3754056
937	175.3754056
938	175.3754056
939	175.3754056
940	175.3754056
941	175.3754056
942	175.3754056
943	175.3754056
944	175.3754056
945	175.3754056
946	175.3754056
947	175.3754056
948	175.3754056
949	175.3754056
950	175.3754056
951	175.3754056
952	175.3754056
953	175.3754056
954	175.3754056
955	175.3754056
956	175.3754056
957	175.3754056
958	175.3754056
959	175.3754056
960	175.3754056
961	175.3754056
962	175.3754056
963	175.3754056
964	175.3754056
965	175.3754056
966	175.3754056
967	175.3754056
968	175.3754056
969	175.3754056
970	175.3754056
971	175.3754056
972	175.3754056
973	175.3754056
974	175.3754056
975	175.3754056
976	175.3754056
977	175.3754056
978	175.3754056
979	175.3754056
980	175.3754056
981	175.3754056
982	175.3754056
983	175.3754056
984	175.3754056
985	175.3754056
986	175.3754056
987	175.3754056
988	175.3754056
989	175.3754056
990	175.3754056
991	175.3754056
992	175.3754056
993	175.3754056
994	175.3754056
995	175.3754056
996	175.3754056
997	175.3754056
998	175.3754056
999	175.3754056
